Study ID,Title,Citation,Study Type,Sampling Method,Study Population,Case Definition,Date Start,Date End,Study Context,Outbreak Description,Notes,Entry ID,Entry Description,Country ISO3 Code,GADM Admin 0,"GADM Admin 1, when available","GADM Admin 2, when available","GADM Admin 3, when available",Precise Place Name,Urban or Rural,Location Description,Care Seeking Questions,Multiple Choices,Regarding self or child,Recall time (in days),Facility or location sought as written in transcript,Type of care facility sought (standardized),N surveyed if they WOULD seek care,N who said they WOULD seek care,N surveyed if they DID seek care,N who actually DID seek care,Additional Information,Age lower (of individual with diarrhea in years),Age Upper (of individual with diarrhea in years),Sex (of individual with diarrhea),Diarrhea severity,Diarrhea symptoms,Overlapping Study,Percents converted to numbers,Comments,Extractor Initials,Status,Primary dataset,Stratified time,Stratified geographic location,Stratified urban rural,Stratified age,Stratified sex,Stratified severity,Overlaps checked,Overlaps decision
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_d,severe - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for diarrhea,,Child,,Private Hospital,Private Hospital/Clinic,,,84,2,,0,5,,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_d,severe - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for diarrhea,,Child,,Government Clinic,Public Hospital/Clinic,,,84,22,,0,5,,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_d,severe - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for diarrhea,,Child,,Private Clinic,Private Hospital/Clinic,,,84,19,,0,5,,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_d,severe - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for diarrhea,,Child,,Pharmacy,Pharmacy,,,84,8,,0,5,,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_d,severe - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for diarrhea,,Child,,Other,Other,,,84,4,,0,5,,"severe diarrhea - lasting less than 14 days and meeting one of the following three definitions: (1) more than three loose or watery stools in a 24-period with no blood and at least two of the following: lethargy/unconsciousness, sunken eyes, inability to drink or drinking poorly; or (2) local name for severe diarrhoea; or (3) diarrhoea for which the child received intravenous rehydration",,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_e,dysentery - rural,GHA,Ghana,Eastern,Akwapim South,,,Rural,,Place of care for dysentery,,Child,,District Hospital,Public Hospital/Clinic,,,6,1,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_e,dysentery - rural,GHA,Ghana,Eastern,Akwapim South,,,Rural,,Place of care for dysentery,,Child,,Private Hospital,Private Hospital/Clinic,,,6,1,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_e,dysentery - rural,GHA,Ghana,Eastern,Akwapim South,,,Rural,,Place of care for dysentery,,Child,,Government Clinic,Public Hospital/Clinic,,,6,0,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_e,dysentery - rural,GHA,Ghana,Eastern,Akwapim South,,,Rural,,Place of care for dysentery,,Child,,Private Clinic,Private Hospital/Clinic,,,6,0,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_e,dysentery - rural,GHA,Ghana,Eastern,Akwapim South,,,Rural,,Place of care for dysentery,,Child,,Pharmacy,Pharmacy,,,6,1,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_f,dysentery - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for dysentery,,Child,,District Hospital,Public Hospital/Clinic,,,23,3,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_f,dysentery - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for dysentery,,Child,,Private Hospital,Private Hospital/Clinic,,,23,2,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_f,dysentery - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for dysentery,,Child,,Government Clinic,Public Hospital/Clinic,,,23,7,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
12,"Community-based cluster surveys on treatment preferences for diarrhoea, severe diarrhoea, and dysentery in children aged less than five years in two districts of Ghana",PMID: 15473521,Survey,Cluster,Caretakers of children under 5 years of age in Ghana,dysentery - diarrhoea with blood in the stools,09/01/2002,10/31/2002,,No outbreak description,September-October 2002,12_f,dysentery - urban,GHA,Ghana,Greater Accra,Tema,,,Urban,,Place of care for dysentery,,Child,,Private Clinic,Private Hospital/Clinic,,,23,4,,0,5,,dysentery - blood in the stools,,1,,Overlapping because severe diarrhea and dysentary are categories of/included within all reported diarrhea,DJC,Complete,0,0,0,0,0,0,1,,severe and dysentary are included within all diarrhea
